PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT
672,626,7,5,5,"6,7-dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione",-2.7,C13H18N4O6,326.31,CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)C,155,0,23
673,70.1,3,1,2,2-(dimethylamino)acetic acid,,C4H9NO2,103.12,CN(C)CC(=O)O,40.5,0,7
674,2.8,1,1,0,N-methylmethanamine,-0.2,C2H7N,45.08,CNC,12,0,3
675,146,1,1,0,"5,6-dimethyl-1H-benzimidazole",,C9H10N2,146.19,CC1=CC2=C(C=C1C)N=CN2,28.7,0,11
677,118,4,3,2,"2,3-dihydroxy-3-methylbutanoic acid",-0.9,C5H10O4,134.13,CC(C)(C(C(=O)O)O)O,77.8,0,9
679,29,2,0,0,methylsulfinylmethane,-0.6,C2H6OS,78.14,CS(=O)C,36.3,0,4
680,270,4,2,9,"3,8-dimethyldec-7-enyl dihydrogen phosphate",3.1,C12H25O4P,264.30,CCC(=CCCCC(C)CCOP(=O)(O)O)C,66.8,0,17
681,119,3,3,2,"4-(2-aminoethyl)benzene-1,2-diol",,C8H11NO2,153.18,C1=CC(=C(C=C1CCN)O)O,66.5,0,11
682,354,5,2,3,"2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid",-3.4,C9H9NO4,195.17,C1=CC(=O)C(=O)C=C1CC(C(=O)O)N,97.5,0,14
683,311,10,5,6,phosphono 2-hydroxy-3-phosphonooxypropanoate,-3.9,C3H8O10P2,266.04,C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O,171,0,15
684,978,16,8,9,"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",,C16H26N2O16P2,564.3,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O,271,0,36
685,1000,15,6,8,"(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate",-4.4,C16H24N2O15P2,546.31,CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O,248,0,35
686,961,15,7,8,"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate",-4.8,C16H26N2O15P2,548.33,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O,251,0,35
687,645,11,5,6,"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",,C9H14N2O11P2,388.16,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O,192,0,24
688,488,8,4,4,"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",,C9H13N2O8P,308.18,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,146,0,20
689,808,14,6,8,"[[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",,C9H15N2O14P3,468.14,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,239,0,28
690,177,3,2,1,"2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid",-0.8,C6H10N2O2,142.16,CC1=NCCC(N1)C(=O)O,61.7,0,10
691,190,3,2,2,2-hydroxy-3-phenylprop-2-enoic acid,1.7,C9H8O3,164.16,C1=CC=C(C=C1)C=C(C(=O)O)O,57.5,0,12
692,1060,15,9,6,"N-[7,11-bis[(2,3-dihydroxybenzoyl)amino]-2,6,10-trioxo-1,5,9-trioxacyclododec-3-yl]-2,3-dihydroxybenzamide",2.3,C30H27N3O15,669.5,C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O,288,0,48
693,677,1,0,15,"2,2-dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane",10.3,C30H50O,426.7,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC1C(O1)(C)C)C)C)C,12.5,0,31
694,103,3,1,1,N-(pyridin-3-ylmethylidene)hydroxylamine,0.6,C6H6N2O,122.12,C1=CC(=CN=C1)C=NO,45.5,0,9
695,215,8,4,4,"2,3-dihydroxy-4-phosphonooxybutanoate",-2.6,C4H8O8P-,215.08,C(C(C(C(=O)[O-])O)O)OP(=O)(O)O,147,-1,13
696,220,8,5,5,"2,3-dihydroxy-4-phosphonooxybutanoic acid",-3.2,C4H9O8P,216.08,C(C(C(C(=O)O)O)O)OP(=O)(O)O,145,0,13
697,186,7,4,5,"(2,3-dihydroxy-4-oxobutyl) dihydrogen phosphate",-3.3,C4H9O7P,200.08,C(C(C(C=O)O)O)OP(=O)(O)O,124,0,12
698,418,2,1,0,"3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",,C18H22O2,270.4,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,37.3,0,20
699,624,5,1,2,"(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate",,C18H22O5S,350.4,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,89.1,0,24
700,10,2,2,1,2-aminoethanol,,C2H7NO,61.08,C(CO)N,46.3,0,4
701,140,3,0,4,ethyl 2-methyl-3-oxobutanoate,0.9,C7H12O3,144.17,CCOC(=O)C(C)C(=O)C,43.4,0,10
702,2.8,1,1,0,ethanol,-0.1,C2H6O,46.07,CCO,20.2,0,3
703,1560,20,9,13,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",-5,C27H33N9O15P2,785.5,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,356,0,53
704,833,18,9,12,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (5-amino-2,3,4-trihydroxypentyl) hydrogen phosphate",,C15H26N6O13P2,560.35,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC(C(C(CN)O)O)O)O)O)N,308,0,36
705,1520,21,11,13,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",-4.8,C27H35N9O15P2,787.6,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,356,0,53
706,568,7,3,11,"phosphono 3,7,11-trimethyldodeca-2,6,10-trienyl hydrogen phosphate",2.6,C15H28O7P2,382.33,CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C,113,0,24
707,951,1,1,22,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol",14,C40H66O,562.9,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C,20.2,0,41
708,1320,7,3,26,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl phosphono hydrogen phosphate",11.8,C40H68O7P2,722.9,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C,113,0,49
709,224,4,2,3,3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,,C10H10O4,194.18,COC1=C(C=CC(=C1)C=CC(=O)O)O,66.8,0,14
710,843,10,6,7,"[5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",,C17H21N4O9P,456.3,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,202,0,31
711,802,11,8,7,"[5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",-2.3,C17H23N4O9P,458.4,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O,201,0,31
712,2,1,0,0,formaldehyde,1.2,CH2O,30.026,C=O,17.1,0,2
713,12.3,1,1,0,formamide,-0.8,CH3NO,45.041,C(=O)N,43.1,0,3
714,1330,22,9,20,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] methanethioate",,C22H36N7O17P3S,795.5,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC=O)O,389,0,50
715,1340,16,9,27,"7-[[1-carboxy-4-[[1-carboxy-4-[2-[4-[[5-(formamidomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-4-oxobutyl]amino]-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid",-1.1,C35H44N4O16,776.7,C1=CC(=CC=C1CCNC(=O)CCC(C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)CCC(C(CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CNC=O,325,0,55
716,162,6,5,2,"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol",-2.3,C6H12O6,180.16,C(C1C(C(C(O1)(CO)O)O)O)O,110,0,12
717,290,9,6,4,"[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",-3.9,C6H13O9P,260.14,C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O,157,0,16
718,428,12,7,6,"[2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",-5.6,C6H14O12P2,340.12,C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,203,0,20
719,290,9,6,4,"[3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",-3.9,C6H13O9P,260.14,C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O,157,0,16
720,366,9,6,8,"2-amino-6-[[4,5-dihydroxy-6-(hydroxymethyl)-3-oxooxan-2-yl]amino]hexanoic acid",-4.4,C12H22N2O7,306.31,C(CCNC1C(=O)C(C(C(O1)CO)O)O)CC(C(=O)O)N,162,0,21
721,512,12,7,10,"2-amino-6-[[4,5-dihydroxy-3-oxo-6-(phosphonooxymethyl)oxan-2-yl]amino]hexanoic acid",-8.4,C12H23N2O10P,386.29,C(CCNC1C(=O)C(C(C(O1)COP(=O)(O)O)O)O)CC(C(=O)O)N,209,0,25
722,217,7,5,2,"2,3,4-trihydroxy-5-(hydroxymethyl)oxolane-2-carboxylic acid",-2,C6H10O7,194.14,C(C1C(C(C(O1)(C(=O)O)O)O)O)O,127,0,13
723,119,4,2,2,but-2-enedioic acid,,C4H4O4,116.07,C(=CC(=O)O)C(=O)O,74.6,0,8
724,182,7,4,4,2-hydroxy-3-phosphonooxypropanoic acid,-2.6,C3H7O7P,186.06,C(C(C(=O)O)O)OP(=O)(O)O,124,0,11
725,110,2,0,3,4-(trimethylazaniumyl)butanoate,0.8,C7H15NO2,145.20,C[N+](C)(C)CCCC(=O)[O-],40.1,0,10
726,1530,22,9,24,"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutyl]-trimethylazanium",-5.3,C28H50N8O17P3S+,895.7,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C)O,389,1,57
727,104,0,0,0,"1,2,3,4,5,6-hexachlorocyclohexane",,C6H6Cl6,290.8,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,0,0,12
728,178,0,0,0,"1,3,4,5,6-pentachlorocyclohexene",,C6H5Cl5,254.4,C1=C(C(C(C(C1Cl)Cl)Cl)Cl)Cl,0,0,11
729,149,6,3,4,(2-hydroxy-3-oxopropyl) dihydrogen phosphate,-2.7,C3H7O6P,170.06,C(C(C=O)O)OP(=O)(O)O,104,0,10
734,431,7,3,8,"3,7-dimethylocta-2,6-dienyl phosphono hydrogen phosphate",0.7,C10H20O7P2,314.21,CC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C,113,0,19
735,710,7,3,14,"phosphono 3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl hydrogen phosphate",4.4,C20H36O7P2,450.4,CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C,113,0,29
736,181,6,4,1,"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one",-2,C6H10O6,178.14,C(C1C(C(C(C(=O)O1)O)O)O)O,107,0,12
737,414,12,7,5,"[3,4,5-trihydroxy-6-(phosphonooxymethyl)oxan-2-yl] dihydrogen phosphate",-5.3,C6H14O12P2,340.12,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O,203,0,20
738,146,4,3,4,"2,5-diamino-5-oxopentanoic acid",,C5H10N2O3,146.14,C(CC(=O)N)C(C(=O)O)N,106,0,10
739,155,6,5,1,"3-amino-6-(hydroxymethyl)oxane-2,4,5-triol",-2.8,C6H13NO5,179.17,C(C1C(C(C(C(O1)O)N)O)O)O,116,0,12
740,282,9,6,3,"[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate",-6.2,C6H14NO8P,259.15,C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)O,163,0,16
741,1570,24,10,23,"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopent-3-enoic acid",-5.7,C26H40N7O19P3S,879.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCC(=O)O)O,426,0,56
742,113,4,2,4,4-amino-5-oxopentanoic acid,-3.6,C5H9NO3,131.13,C(CC(=O)O)C(C=O)N,80.4,0,9
743,104,4,2,4,pentanedioic acid,,C5H8O4,132.11,C(CC(=O)O)CC(=O)O,74.6,0,9
744,1530,24,10,24,"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopentanoic acid",,C26H42N7O19P3S,881.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)O)O,426,0,56
745,389,8,6,9,2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,-4.5,C10H17N3O6S,307.33,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,160,0,20
746,406,9,6,10,2-amino-5-[[1-(carboxymethylamino)-3-(disulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,-4.1,C10H17N3O6S2,339.4,C(CC(=O)NC(CSS)C(=O)NCC(=O)O)C(C(=O)O)N,185,0,21
747,574,11,5,10,"2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfonatosulfanylpropan-2-yl]amino]-1-hydroxy-1,5-dioxopentane",-5.5,C10H16N3O9S2-,386.4,C(CC(=O)NC(CSS(=O)(=O)[O-])C(=O)NCC(=O)O)C(C(=O)O)N,250,-1,24
748,587,11,6,11,2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfosulfanylpropan-2-yl]amino]-5-oxopentanoic acid,-5.5,C10H17N3O9S2,387.4,C(CC(=O)NC(CSS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N,247,0,24
749,523,9,8,17,2-amino-5-[[1-[[2-[3-(4-aminobutylamino)propylamino]-2-oxoethyl]amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,-5,C17H34N6O5S,434.6,C(CCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(C(=O)O)N)CN,190,0,29
750,42.9,3,2,1,2-aminoacetic acid,,C2H5NO2,75.07,C(C(=O)O)N,63.3,0,5
751,43.3,3,2,2,"2,3-dihydroxypropanal",-1.6,C3H6O3,90.08,C(C(C=O)O)O,57.5,0,6
752,69.3,4,3,2,"2,3-dihydroxypropanoic acid",-1.5,C3H6O4,106.08,C(C(C(=O)O)O)O,77.8,0,7
753,25.2,3,3,2,"propane-1,2,3-triol",,C3H8O3,92.09,C(C(CO)O)O,60.7,0,6
754,129,6,4,4,"2,3-dihydroxypropyl dihydrogen phosphate",-2.9,C3H9O6P,172.07,C(C(COP(=O)(O)O)O)O,107,0,10
755,759,6,5,6,"2-[4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoylamino]acetic acid",2.9,C26H43NO6,465.6,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,127,0,33
756,18,2,1,1,2-hydroxyacetaldehyde,-0.9,C2H4O2,60.05,C(C=O)O,37.3,0,4
757,40.2,3,2,1,2-hydroxyacetic acid,,C2H4O3,76.05,C(C(=O)O)O,57.5,0,5
758,2160,31,20,23,"[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl [3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",-14,C42H71N6O31P,1187.0,CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)N)NC(=O)C)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)COP(=O)(O)OC5C(C(C(C(O5)CO)O)O)NC(=O)C)O)O)O)O)O)O)NC(=O)C)O,581,0,80
759,1720,26,17,19,"[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl dihydrogen phosphate",-12.4,C34H58N5O26P,983.8,CC(=O)NC1C(C(C(OC1NC(=O)CC(C(=O)N)NC(=O)C)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)COP(=O)(O)O)O)O)O)O)O)O)NC(=O)C)O,493,0,66
760,55.9,3,1,1,oxaldehydic acid,-0.3,C2H2O3,74.04,C(=O)C(=O)O,54.4,0,5
763,116,3,3,2,2-(diaminomethylideneamino)acetic acid,-1.6,C3H7N3O2,117.11,C(C(=O)O)N=C(N)N,102,0,8
765,446,6,5,2,"2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",,C10H13N5O5,283.24,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N,155,0,20
767,26.3,3,2,0,carbonic acid,-0.1,CH2O3,62.025,C(=O)(O)O,57.5,0,4
768,10,1,0,0,formonitrile,0.1,CHN,27.025,C#N,23.8,0,2
769,24.8,3,1,0,hydrogen carbonate,0.5,CHO3-,61.017,C(=O)(O)[O-],60.4,-1,4
771,1790,9,7,17,"3-[18-(2-carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid",6.9,C49H72N4O5,797.1,CC1C2C=C3C(C(C(N3)C=C4C(C(C(=CC5=C(C(C(=CC(C1C(CCC=C(C)CCC=C(C)CCC=C(C)C)O)N2)N5)C)C=C)N4)C)CCC(=O)O)CCC(=O)O)C,143,0,58
772,2410,38,15,21,"6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid",-10.8,C26H42N2O37S5,1134.9,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,652,0,70
773,151,4,3,3,2-amino-3-(1H-imidazol-5-yl)propanoic acid,-3.2,C6H9N3O2,155.15,C1=C(NC=N1)CC(C(=O)O)N,92,0,11
774,64.7,2,2,2,2-(1H-imidazol-5-yl)ethanamine,,C5H9N3,111.15,C1=C(NC=N1)CCN,54.7,0,8
775,118,3,2,3,2-amino-3-(1H-imidazol-5-yl)propanal,-1,C6H9N3O,139.16,C1=C(NC=N1)CC(C=O)N,71.8,0,10
776,99,3,3,3,2-amino-3-(1H-imidazol-5-yl)propan-1-ol,-1.2,C6H11N3O,141.17,C1=C(NC=N1)CC(CO)N,74.9,0,10
777,109,4,2,1,(4-amino-2-methylpyrimidin-5-yl)methanol,-0.1,C6H9N3O,139.16,CC1=NC=C(C(=N1)N)CO,72,0,10
778,86.1,4,3,3,2-amino-4-sulfanylbutanoic acid,,C4H9NO2S,135.19,C(CS)C(C(=O)O)N,64.3,0,8
779,83.4,4,3,3,2-amino-4-hydroxybutanoic acid,,C4H9NO3,119.12,C(CO)C(C(=O)O)N,83.6,0,8
780,168,4,3,2,"2-(2,5-dihydroxyphenyl)acetic acid",,C8H8O4,168.15,C1=CC(=C(C=C1O)CC(=O)O)O,77.8,0,12
781,31.3,2,1,0,thiocyanic acid,0.6,CHNS,59.09,C(#N)S,24.8,0,3
782,238,4,3,3,"3-(2,5-dioxoimidazolidin-4-yl)propanoic acid",-1.2,C6H8N2O4,172.14,C(CC(=O)O)C1C(=O)NC(=O)N1,95.5,0,12
783,0,0,0,0,molecular hydrogen,0,H2,2.016,[HH],0,0,0
784,0,2,2,0,hydrogen peroxide,-0.9,H2O2,34.015,OO,40.5,0,2
785,54.9,2,2,0,"benzene-1,4-diol",,C6H6O2,110.11,C1=CC(=CC=C1O)O,40.5,0,8
786,317,8,4,6,(4-hydroxy-3-methylbut-2-enyl) phosphono hydrogen phosphate,-2.4,C5H12O8P2,262.09,CC(=CCOP(=O)(O)OP(=O)(O)O)CO,134,0,15
787,2,2,2,0,hydroxylamine,-1.2,H3NO,33.030,NO,46.3,0,2
788,1600,17,13,27,3-[5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-4-(carboxymethyl)-5-(hydroxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-3-yl]propanoic acid,-0.9,C40H46N4O17,854.8,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,382,0,61
790,190,2,2,0,"3,7-dihydropurin-6-one",,C5H4N4O,136.11,C1=NC2=C(N1)C(=O)N=CN2,70.1,0,10
791,103,3,2,3,2-amino-3-methylpentanoic acid,,C6H13NO2,131.17,CCC(C)C(C(=O)O)N,63.3,0,9
792,253,6,3,5,[3-(1H-imidazol-5-yl)-2-oxopropyl] dihydrogen phosphate,-2,C6H9N2O5P,220.12,C1=C(NC=N1)CC(=O)COP(=O)(O)O,113,0,14
793,151,4,3,3,2-hydroxy-3-(1H-imidazol-5-yl)propanoic acid,-0.7,C6H8N2O3,156.14,C1=C(NC=N1)CC(C(=O)O)O,86.2,0,11
794,181,4,2,3,3-(1H-imidazol-5-yl)-2-oxopropanoic acid,-0.6,C6H6N2O3,154.12,C1=C(NC=N1)CC(=O)C(=O)O,83.1,0,11
795,28.1,1,1,0,1H-imidazole,,C3H4N2,68.08,C1=CN=CN1,28.7,0,5
796,162,5,3,3,2-iminobutanedioic acid,-0.5,C4H5NO4,131.09,C(C(=N)C(=O)O)C(=O)O,98.5,0,9
798,101,0,1,0,1H-indole,,C8H7N,117.15,C1=CC=C2C(=C1)C=CN2,15.8,0,9
